id,name,id_esa,cycle,admission_criteria_url,form_study,generic_grade,Finalité,admission_test_duration,academic_year_id,program_url,Code habilitation,Code Etude ARES,Code grade académique,Année académique de création,Horaire,Published,send_to_hops,Dispositif pédagogique,Soumis au décret R/RN,classification_id,status,Langue
gwr.pedagogical.offer_132,"Master en musique : harpe, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_133,"Master en musique : harpe, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_134,Master en musique : hautbois,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_135,"Master en musique : hautbois, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_136,"Master en musique : hautbois, à finalité spécialisée (Deuxième instrument)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_137,"Master en musique : hautbois, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_138,"Master en musique : hautbois, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_139,Master en musique : mandoline,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_140,"Master en musique : mandoline, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_141,"Master en musique : mandoline, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_142,Master en musique : orgue,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_143,"Master en musique : orgue, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_144,"Master en musique : orgue, à finalité spécialisée (Musique ancienne)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_145,Master en musique : percussions,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Percussions,Actif,
gwr.pedagogical.offer_146,"Master en musique : percussions, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Percussions,Actif,
gwr.pedagogical.offer_147,"Master en musique : percussions, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Percussions,Actif,
gwr.pedagogical.offer_148,"Master en musique : percussions, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Percussions,Actif,
gwr.pedagogical.offer_149,Master en musique : piano,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_150,Master en musique : piano d'accompagnement,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_151,"Master en musique : piano d'accompagnement, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_152,"Master en musique : piano, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_153,"Master en musique : piano, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_154,"Master en musique : piano, à finalité spécialisée (Soliste)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Clavier,Actif,
gwr.pedagogical.offer_155,Master en musique : saxophone,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_156,"Master en musique : saxophone, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_157,"Master en musique : saxophone, à finalité spécialisée (Deuxième instrument)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_158,"Master en musique : saxophone, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_159,"Master en musique : saxophone, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_160,Master en musique : trombone,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_161,"Master en musique : trombone, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_162,"Master en musique : trombone, à finalité spécialisée (Deuxième instrument)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_163,"Master en musique : trombone, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_164,"Master en musique : trombone, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_165,Master en musique : trompette,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_166,"Master en musique : trompette, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_167,"Master en musique : trompette, à finalité spécialisée (Deuxième instrument)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_168,"Master en musique : trompette, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_169,"Master en musique : trompette, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_170,Master en musique : tuba,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_171,"Master en musique : tuba, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_172,"Master en musique : tuba, à finalité spécialisée (Deuxième instrument)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_173,"Master en musique : tuba, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_174,"Master en musique : tuba, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Vents,Actif,
gwr.pedagogical.offer_175,Master en musique : viole d'amour,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_176,"Master en musique : viole d'amour, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_177,Master en musique : violon,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_178,"Master en musique : violon, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_179,"Master en musique : violon, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_180,"Master en musique : violon, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_181,Master en musique : violoncelle,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_182,"Master en musique : violoncelle, à finalité spécialisée",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_183,"Master en musique : violoncelle, à finalité spécialisée (Musique contemporaine)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_184,"Master en musique : violoncelle, à finalité spécialisée (Musique de chambre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_185,"Master en musique : violoncelle, à finalité spécialisée (Orchestre)",,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Musique / Formation instrumentale / Cordes,Actif,
gwr.pedagogical.offer_186,Master en théâtre et arts de la parole : art dramatique,,2e cycle,,,,,0,2025-2026,,,,,,,FALSE,FALSE,,FALSE,Art / Domaine du théâtre et des arts de la parole / Art dramatique  / Art Dramatique / Art dramatique,Actif,
